Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=e26f899b8accca1a,Datacenter Engineer (강원도 춘천 근무),Oracle 3.8 서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=95dcdb50fd0cd7b4,[신규프로젝트: MARS]서버 소프트웨어 엔지니어 - 게임 개발,데브시스터즈 서울 강남구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=60fab5928db185a3,(주)아이옵스 소프트웨어 개발자 경력직,아이옵스 대전 유성구,,"ㆍC++, C#, python, java 등 1개 이상의 개발환경 능숙자... 급여] - 5000만원 ~ 8000만원 [우대사항] - C++, C#, python, java 등 1개 이상의 개발환경 능숙자 - Windows..."
https://kr.indeed.com/viewjob?jk=6dca12692ef1e8ce,"2020 KOSME 내일애 특성화고 온택트 박람회 (웹개발, 프론트엔드...",서울소프트 서울 금천구,,"내일애 [특성화고 온택트 채용박람회] 회사소개 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] Python, HTML,Javascript, jQuery 개발 및 유지보수 [근무부서 및 직급/직책] 근무부서: 개발팀..."
https://kr.indeed.com/viewjob?jk=b9e94c916fd66d05,Braze 운영 마케터,국내 이커머스 대기업 서울,"연봉 30,000,000원 - 60,000,000원","Customer Satisfaction Mgmt, 고객 만족 경영) - 데이터 관련 언어(big query, R, Python 등) 사용 가능 - Braze Developer 경험 보유 • 직급 : 대리 ~ 과장 • 근무..."
https://kr.indeed.com/viewjob?jk=2a2fd0d9b3acfaa9,DBA,비바리퍼블리카 서울 강남구,,분 Shell 운영 스크립트 개발이 가능하신 분 우대 사항 NoSQL (MongoDB) 운영경험이 있는 분 Python 개발이 가능하신 분 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=3d9767102d05d20c,에이테크 함께할 R&D연구원(석사),에이테크 울산 중구,,"- 기본 데이터를 사용하기 위한 프로그램 사용 가능자 ( Python, C++, Tensorflow, Keras, OpenCV 등 실무 이해 가능자) - 머신러닝/딥러닝에 대한 폭넓은 기본지식 보유자 (데이터 분석 및 모델링 능력..."
https://kr.indeed.com/viewjob?jk=f16b25a987684f9c,Supply Chain IT Manager,Procter & Gamble 4.2 서울,,"require 1) Python programming skill... 00002945 Expertise in data tools (SQL, Python) : Designing and implementing highly..."
https://kr.indeed.com/viewjob?jk=25bd2e9729d88096,신약개발 및 프론트엔드/백엔드 개발자,아론티어 서울 서초구,,"를 개발하고 유지보수 / Python 소스코드를 최적화하고, 패키지화... 능자 [자격요건] 경력사항: Python 개발 경력 3년 이상자 Django 개발 경력 3년 이상자 Python 패키지화 능숙자 Unix (Linux..."
https://kr.indeed.com/viewjob?jk=a02e47c274d47675,Senior Data Scientist,MSD 서울,,use of R or Python to design and develop... some scripting languages like R or Python Collaborative: demonstrated experience...
https://kr.indeed.com/viewjob?jk=4ea5f0a4f1faa8c7,2020 [SW개발자],씨젠 서울 송파구,,"경험 •Java, JavaScript, Python, Linux 능숙자... 프로그래밍 언어에 대한 이해와 경험 (Java, Node.js, R, Python, React, HTML5, CSS) •데이터 분석/통계/그래프 SW..."
https://kr.indeed.com/viewjob?jk=fb3395b4ba6b4f61,SW Engineer for R&D Extension Korea,Applied Materials Inc. 경기도 화성,,"engineer with C, C++, C#, Java, MATLAB, SQL data base, Python, Excel Macro, etc. c. Experience in multidisciplinary..."
https://kr.indeed.com/viewjob?jk=0feb2770202a5be1,(주)넷타겟 연구원 (웹프론트엔드 개발자),넷타겟 대전 유성구,,"bash, python, 등)으로 기존에 작성된 다양한 과학계산 코드들을 웹서비스의 형태로 구현하기 - 과학계산 Software API( Python... Django framework( Python) 에 대한 이해 - 새로운 기술..."
https://kr.indeed.com/viewjob?jk=5cb14c0712a6c4c1,시스템 엔지니어링,NHN 4.4 성남 판교역,,"Windows OS 스킬 보유 및 X86 서버 운영 경험 보유 - 기본적인 운영도구 개발 가능자 * Python, Django, JAVA - 웹 서비스 또는 플랫폼 개발 경력 보유자 - OpenStack 기반의..."
https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c,8퍼센트 경력 개발자,8퍼센트 서울 종로구,,"개발업무 - 금융 서비스 개발 - Python/Django 기반 - 정해진 역할이 아닌 기능에 따른 업무 분배 - 프로트엔드부터 백엔드까지 업무 범위... SQL 기본 - git flow - python, django 경험자 우대"
https://kr.indeed.com/viewjob?jk=5d0ad90362ec251c,[해외취업] IT엔지니어,글로벌트러스트네트웍스코리아 서울 서초동,,일상회화 레벨 ・프로그래밍 경험(Java、VB.NET、C#.NET、ASP.NET、PHP、C、C++、VB、 Python/Ruby등 Script언어 등) 【환영스킬・자격】 ・개발 경험이 있는 분 ・서버/네트워크 설계/구축 경험...
https://kr.indeed.com/viewjob?jk=4cf22ca4d39d690a,고용노동부 주최 K-Digital 사업 / 의료인공지능 핵심인력양성사업...,건양대학교 산학협력단 충청남도 논산,,바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>홀로그램|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=6a128eae7d0de8fb,[해외취업] AI・RPA 엔지니어,글로벌트러스트네트웍스코리아 서울 서초동,,"로젝트에 할당하겠습니다. 【프로젝트 예】 AI 기술개발 빅데이터 분석( Python, Hadoop, Mongo DB, Angular 등) RPA 도입... Java, ・PHP ・.NET ・ Python 【환영 스킬・자격】 ・고객..."
https://kr.indeed.com/viewjob?jk=26678e77fa64603b,[던전앤파이터(중국)] 컨텐츠 기획자(경력),네오플 서울 강남구,,"없으신 분 우대사항 - 액션 게임 개발 경험이 있으신 분 - 던전 및 몬스터 제작 경험이 있으신 분 - Python, Lua, VBA 활용 가능자 - 전투,아이템 밸런싱 기획 경험이 있으신 분 기타사항 ※ 포트폴리오 첨부..."
https://kr.indeed.com/viewjob?jk=097c35ed002a62e5,NAVER IDC 서버 운영/관리(평촌),NIT Service 안양 동안구,,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자 및 장애인은 법령에 의거 우대..."
https://kr.indeed.com/viewjob?jk=3b752abecf619fe5,채팅모듈 개발자,Nexon 성남 분당구,,"대사항 - 대규모 동시 접속 및 고용량 데이터 처리 경험 - Unix/Linux 시스템에 대한 이해 - Python, Java, Event-Driven Framework에 대한 이해 - TCP/IP와 네트워크 프로그래밍..."
https://kr.indeed.com/viewjob?jk=a4015a0d112e9569,프론트엔드 정규직,바이오에이아이 서울 강남구,,"프론트 엔드 구현 - DB 구축 - 신규 기능 개발 및 반영, 지속적인 개선 및 유지 보수 자격 조건 - Python, Django - RDBMS 경험 - UI개발 경험 우대 사항 - 딥러닝에 관심있으신 분 - 단위 테스트..."
https://kr.indeed.com/viewjob?jk=1dfcccd87594a1a8,Production Data Analyst,하이퍼커넥트 서울,,활용할 수 있도록 가이드 Minimum Qualifications 능숙한 SQL 구현 역량 R 또는 Python 분석 코드 구현 역량 Preferred Qualifications 데이터 관련 분야 학위 보유 머신러닝...
https://kr.indeed.com/viewjob?jk=2238a8f7a38080f3,리서치분야 경력직,케이지제로인 대한민국,,"모델링 자격 요건 - 금융공학, 경영학(재무학), 경제학, 수학 등 관련 분야 전공자 - SQL, R, Python 등 Tool 숙련자 우대사항 - 금융관련 자격증 소지자 / 재무 및 통계 관련 석박사 / 펀드 관련..."
https://kr.indeed.com/viewjob?jk=bcd2f0630e298aa3,클라우드 인프라 운영 담당자 모집,넷마블 서울 구로구,,"기술적인 문제점 파악 및 해결 스킬 우대 사항 - 유관 경력 5년 이상 - 인터프리터 언어 숙련자 ( Python, Ansible 등) - 컴퓨터 관련 전공 이수자 우대 - 네트워크 기본 역량 - 게임사/포탈 인프라..."
https://kr.indeed.com/viewjob?jk=b9952246cbb57fad,[전액무료] SSAC 개발자 데뷔코스 2기 교육,재단법인 서울산업진흥원 서울 영등포구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=a9e0e9db8d7bb529,빅데이터 자바 직업훈련교사,한국직업전문학교 서울 구로구,,펌웨어 프로그래밍 -프로젝트(IOT제어 컨텐츠) [빅데이터분야] - python 프로그래밍 -Hadoop 시스템기반 빅데이터 수집/저장/분석/시각화... 터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=f437c9ee0ea596a9,DW Engineer,Toss 서울 강남구,,"구축 경험이 있으신 분 - 디멘젼테이블 설계 및 관리가 가능하신 분 - 능숙한 SQL 활용이 가능하신 분 - Python, Shell 활용이 가능하신 분 - 빠른업무 이해 및 효율적인 커뮤니케이션이 가능하신 분 # 우대 사항..."
https://kr.indeed.com/viewjob?jk=0b05f7fff851371a,게임 런처 개발,Nexon 성남 분당구,,업무소개] - 넥슨 글로벌 플랫폼의 게임 클라이언트 배포 시스템 및 어플리케이션 개발 지원자격 - C++ 혹은 Python 프로그래밍 언어 능숙자 - 비동기 및 병렬처리 프로그래밍 경험 우대사항 - Modern C++...
https://kr.indeed.com/viewjob?jk=372a8e8215f41561,[IT무료취업교육]자바&파이썬 웹애플리케이션 전문가 양성과정,케이티디에스 서울 서초구,,"갖춘, 실무에 바로 투입될 수 있는 능력을 가진 인력을 양성하여 협약 업체에 취업을 목적으로 하는 교육입니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=3e80435be74cd28f,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원 광주 북구,,업무) 지원자격 연구직 O명 블록체인 연구 및 프로그래밍 제작 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 3) 블록체인 개발 경험자 우대 4) 컴퓨터공학 및 컴퓨터사이...
https://kr.indeed.com/viewjob?jk=8bcc7807085700a7,클라우드 엔지니어 (),NHN TOAST 4.4 성남 판교역,,"Linux, Windows Server 트러블 슈팅 숙련자 - 2년 이상의 개발 경험자(PHP, Python 등) 본 채용은 상시 채용으로 면접이 수시로 진행되며, 先지원자에게 기회가 먼저 부여되므로 빠른 지원 바랍니다..."
https://kr.indeed.com/viewjob?jk=f4c784e2cb1ecbbb,Technical Specialist,Microsoft 4.2 서울,,"Developer experience in C#, Java, Node.js/JavaScript and Python. Data and analytics experience – Machine Learning skills..."
https://kr.indeed.com/viewjob?jk=41ad72e917f0afcc,[개발팀] 백엔드 서버 개발자 (경력),시더 안양 만안구,"월급 3,000,000원","기반의 서버 클라이언트 프로젝트 경력 (java, nodejs, python 중 하나) **기업소개 시더(http://cedar.kr/)는 디지털... 경력 (java, nodejs, python 중 하나) [기타 우대내용..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.0 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=18ffbdc4702c3608,Product Data Analyst (Customer Experienc...,Coupang 3.0 서울,,"Has experience in E-commerce product analytics Has experience with Python, and R/SAS or any statistical package Recruitment..."
https://kr.indeed.com/viewjob?jk=29a5ab4ff766e94b,Internship: Automotive Sensor Applicatio...,Infineon Technologies 4.0 서울,,"Bachelor’s or Master's course (Major... relevant.) Python or R or MATLAB or Octave, or other similar S/W language..."
https://kr.indeed.com/viewjob?jk=840cef1f22369b00,[해외취업] Web계 개발 엔지니어,글로벌트러스트네트웍스코리아 서울 서초동,,"Net, VB.Net, Python, Ruby, PHP, Objective... 개발 환경】: Windows10(개발 환경), 리눅스(운영 환경), Python, Perl, PostgreSQL, Github, SourceTree..."
https://kr.indeed.com/viewjob?jk=7bd59201a82e59ed,[신규프로젝트] 차세대 콘솔 Maya 리거 채용,엔씨소프트 2.7 성남 판교역,,"동학, 변형 및 토폴로지에 대한 지식 - 캐릭터 제작 파이프 라인 및 워크 플로우 기술에 대한 지식 - Python, MEL,또는 기타 프로그래밍 언어 경험 - 문제 해결 능력 - 언리얼 등 상용엔진 응용 사용 경험 - 리깅..."
https://kr.indeed.com/viewjob?jk=e010f7780d479126,검색서비스 서버 개발 신입/경력,포티투마루 서울 관악구,,"성별 : 무관 - 모집인원 : 0명 [기술 지원자격] - Linux 환경 개발 경력 - C/Java/ Python 개발 경력 - 서버 개발/운영 경력 [우대사항] - 자연어처리, 정보검색, 기계학습, 데이터 마이닝..."
https://kr.indeed.com/viewjob?jk=ee1f0b1940bf91e3,[한국컴패션] 데이터분석가 정규직 #사무직,서울 서울 한남동,,"Driven 마케팅 경험자 - SQL 중급 이상 활용자(SQL 활용 실무 2년 이상) - 프로그래밍 언어( Python, R, Scala 등)를 활용해 데이터 전처리 및 모델링 작업이 가능한 자 - 다양한 BI Tool..."
https://kr.indeed.com/viewjob?jk=8881b5f0394736ea,"응용소프트웨어,소프트웨어개발,SW, PLC프로그램, 프로그래머",스마탑 대구 달서구,"연봉 24,000,000원 - 55,000,000원","[직무내용] 소프트웨어개발 프로그래머 SW개발 프로그램 개발 응용프로그램(2명): C++, Python, Delphi 등 1개이상 언어사용자 PLC 프로그램(1명) Machine Vision(머신러닝), Deep..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=06995d4800ce38f3,Field Application Engineer (FAE) – Korea...,LUCID Vision Labs 대한민국,,debugging technique (OpenCL... Python experience is a plus). In-depth knowledge... OpenCL... Python experience is a plus...
https://kr.indeed.com/viewjob?jk=8327679eecb720a4,2020년 개발자,NHN TOAST 4.4 성남 판교역,,"Network, Linux, Windows Server 트러블 슈팅 숙련자 - 2년 이상의 개발 경험자(PHP, Python 등) [QA Engineer 경력] Job Description 자격요건 우대사항 - 클라우..."
https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d,Developers,Coinplug 경기도 성남,,"development and operation Experience using Java / Node.js / Go / Python, etc. Ability to utilize Databases including RDB..."
https://kr.indeed.com/viewjob?jk=0f7993638aee82bd,Machine Learning Researcher (Intern),Qualcomm Korea YH 서울,,"Adversarial attacks, examples Minimum Qualifications • Python Programming • Deep learning with hands-on experience of deep..."
https://kr.indeed.com/viewjob?jk=ae775fd3698cfd07,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=7649f20d3341d1d9,[개발]위메프오 서버개발자(정규직),위메프 2.8 대한민국,,"PHP(Phalconphp), Python, JAVA(Spring Boot... 있는 분 - Docker, Git 개발환경 경험해 본 분 - PHP, Python 개발 가능하신 분 - AWS 운영경험이 있는 분 - 보훈대상자(국가..."
https://kr.indeed.com/viewjob?jk=550924e5eae67f0f,[인프라보호팀]보안 취약점 분석 및 조치 담당자,심플렉스 서울 동작구,,"OS(Linux, Windows) 취약점 분석 경험 - OS(Linux, Windows) 이벤트 이해 및 관제 경험 - php, python 등 언어 개발 능력 우대요건 - 호스팅 업체 근무 경력 - 장애인 및 보훈대상자"
https://kr.indeed.com/viewjob?jk=b25ed61fb84a5785,프론트엔드 개발자,스포카 대한민국,,"적으로 TypeScript, React 및 Redux를 사용합니다. 사내 도구는 Rust와 Haskell, Python을 사용합니다. 제출 서류 이력서(필수), 포트폴리오/Github 주소(선택) 접수 기간 상시 채용(채용시 마감)"
https://kr.indeed.com/viewjob?jk=f9bb0fa3070eabd1,"O2O 플랫폼 백엔드 개발자 (Ruby, Node.JS, Python)...",로보트리 서울 강남구,"연봉 50,000,000원 - 80,000,000원","개발자, 플랫폼, Python, node.js, github, AWS 백엔드 개발자, Backend, Ruby 기타: ## 자격요건 1. 해당 경력 3년 이상 혹은 그에 준하는 실력을 보유하신 분 2. Python, Node..."
https://kr.indeed.com/viewjob?jk=856528805cee26fe,2020-2회 수리 및 계산과학 연구단 데이터사이언스그룹 박사후연구원,기초과학연구원 대전,,"PNAS, Science, Nature) ·다음의 분석언어와 도구를 하나 이상 능숙하게 다룰 수 있는 자( Python/R/Scala/Scikit-learn/Spark/TensorFlow/PyTorch) ㅇ 인원 : 6명..."
https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96,2019 Military Service Exemption Position...,울산과학기술원 울산 언양읍,,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
https://kr.indeed.com/viewjob?jk=bd8e5afa35b65cbc,백엔드 개발자,스포카 대한민국,,들고 운영해 본 경험이 있는 분 단위 테스트 작성 등에 대해 거부감이 없고 습관이 잡혀 있는 분 우대 사항 Python 실무에서 3년 이상 사용한 경험이 있으신 분 컴퓨터과학 분야에서 논문 발표 실적이 있으신 분 마이크로서비...
https://kr.indeed.com/viewjob?jk=abab6ea00521c14a,"[동탄/판교] 신입,병특,경력 영상처리, 머신러닝 엔지니어",위키에이드 경기도 화성,,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>로봇지능개발...
https://kr.indeed.com/viewjob?jk=3b752abecf619fe5,채팅모듈 개발자,Nexon 성남 분당구,,"대사항 - 대규모 동시 접속 및 고용량 데이터 처리 경험 - Unix/Linux 시스템에 대한 이해 - Python, Java, Event-Driven Framework에 대한 이해 - TCP/IP와 네트워크 프로그래밍..."
https://kr.indeed.com/viewjob?jk=ddd34e24c9a87d20,Counter Intelligence and HUMINT Operatio...,Booz Allen Hamilton 경기도 평택,,SharePoint... creating mathematical models and coding in R and Python Knowledge... US Army's organizational structure...
https://kr.indeed.com/viewjob?jk=9cc8068806968188,필드 서포트 엔지니어 (Software support),반도체 장비 (전공정) 경기도 수원,"연봉 35,000,000원 - 65,000,000원","CALL 및 고객대응 (경력) 2개 이상의 소프트웨어 개발 언어 사용 가능 ex) C++ , Java / Python, Object C 객체지향의 프로그래밍에 대한 이해 여부 소스 제어 사용 경험 유 ( GitHub..."
https://kr.indeed.com/viewjob?jk=70fccff4d30cb6bf,NAVER IDC 서버 운영/관리(가산),NIT Service 서울 가산동,,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자 및 장애인은 법령에 의거 우대..."
https://kr.indeed.com/viewjob?jk=210243e0776dc26f,Data Engineer(신입),PUBG 서울,,"해외 여행에 결격사유가 없고, 한국어 의사소통이 원활하신 분 - 서초 Office 출근이 가능하신 분 - python으로 프로그래밍이 가능하신 분 [우대 사항] - 퍼블릭 클라우드 서비스에서 개발하고 운영 하는 것에 관심..."
https://kr.indeed.com/viewjob?jk=7e5d96b07d5edef0,머신러닝/딥러닝 연구 개발,NHN 4.4 성남 판교역,,"또는 개발 경력 2년 이상 - Python/C++/Java/C# 개발... 하기 위한 끊임 없는 열정과 호기심을 지닌 분 - C/C++, Python 등 개발 숙련자 [음성처리개발] Job Description 자격..."
https://kr.indeed.com/viewjob?jk=d2603c1cfe3f3d27,"Python, JAVA 외 신입/경력 정규직, 계약직, 프리랜서 외",블루닷 서울 강남구,,"블루닷 Python, JAVA 외 신입/경력 정규직, 계약직, 프리랜서 외... 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|교육·교사·강사..."
https://kr.indeed.com/viewjob?jk=425ed567788202a3,Software Engineer Intern,Intel 4.1 서울,,"environment Preferred Qualifications Programming skills with Python Understanding of operating systems, system software..."
https://kr.indeed.com/viewjob?jk=25b1fd701ff4f43a,[KSTEC] 통계/Analytics 신입 및 경력사원,지식시스템 성남 분당구,,"개발 (SPSS, SAS, R, Python, Java 기반) 2. 기업용... 경력 3년 ~ 10년) [기술요구사항] 1. SPSS, SAS, R, Python, Java 등 데이터분석/AI개발 도구 사용 가능자 2. Java..."
